,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_DATE,valid_end_DATE,invalid_reason
7829,27674,Nausea and vomiting,Condition,SNOMED,Clinical Finding,S,16932000,1970-01-01,2099-12-31,
7830,199870,Renal vascular disorder,Condition,SNOMED,Clinical Finding,S,16934004,1970-01-01,2099-12-31,
7831,72992,Allergic arthritis,Condition,SNOMED,Clinical Finding,S,16935003,1970-01-01,2099-12-31,
7832,200154,Fistula of gallbladder,Condition,SNOMED,Clinical Finding,S,16957005,1970-01-01,2099-12-31,
7833,75050,Acquired coxa valga,Condition,SNOMED,Clinical Finding,S,16979000,1970-01-01,2099-12-31,
7834,440373,Subchronic schizophrenia,Condition,SNOMED,Clinical Finding,S,16990005,1970-01-01,2099-12-31,
7835,138847,Osteomyelitis of forearm,Condition,SNOMED,Clinical Finding,S,17028003,1970-01-01,2099-12-31,
7836,133294,Prepatellar bursitis,Condition,SNOMED,Clinical Finding,S,17059001,1970-01-01,2099-12-31,
7837,199855,Acute gastric ulcer with hemorrhage AND with perforation but without obstruction,Condition,SNOMED,Clinical Finding,S,17067009,1970-01-01,2099-12-31,
7838,380107,Primary lacrimal atrophy,Condition,SNOMED,Clinical Finding,S,17093002,1970-01-01,2099-12-31,
7839,73122,Tuberculosis of knee,Condition,SNOMED,Clinical Finding,S,17136009,1970-01-01,2099-12-31,
7840,439137,Neonatal jaundice due to delayed conjugation,Condition,SNOMED,Clinical Finding,S,17140000,1970-01-01,2099-12-31,
7841,436407,Diffuse interstitial keratitis,Condition,SNOMED,Clinical Finding,S,17157001,1970-01-01,2099-12-31,
7842,4066036,Gastroduodenal fistula,Condition,SNOMED,Clinical Finding,S,17206008,1970-01-01,2099-12-31,
7843,437116,Closed fracture of distal end of radius,Condition,SNOMED,Clinical Finding,S,17222009,1970-01-01,2099-12-31,
7844,436677,Adjustment disorder,Condition,SNOMED,Clinical Finding,S,17226007,1970-01-01,2099-12-31,
7845,133857,Acquired deformity of limb,Condition,SNOMED,Clinical Finding,S,17230005,1970-01-01,2099-12-31,
7846,435616,Amniotic fluid embolism,Condition,SNOMED,Clinical Finding,S,17263003,1970-01-01,2099-12-31,
7847,432470,Open dislocation of sternum,Condition,SNOMED,Clinical Finding,S,17290007,1970-01-01,2099-12-31,
7848,81660,Cervicocranial syndrome,Condition,SNOMED,Clinical Finding,S,17300000,1970-01-01,2099-12-31,
7849,432251,Disease caused by parasite,Condition,SNOMED,Clinical Finding,S,17322007,1970-01-01,2099-12-31,
7850,433741,Familial erythrocytosis,Condition,SNOMED,Clinical Finding,S,17342003,1970-01-01,2099-12-31,
7851,436740,Cervical incompetence,Condition,SNOMED,Clinical Finding,S,17382005,1970-01-01,2099-12-31,
7852,440268,Toxic effect of carbon monoxide,Condition,SNOMED,Clinical Finding,S,17383000,1970-01-01,2099-12-31,
7853,197311,Pelvic varices,Condition,SNOMED,Clinical Finding,S,17406005,1970-01-01,2099-12-31,
7854,321710,Contusion to heart,Condition,SNOMED,Clinical Finding,S,17414004,1970-01-01,2099-12-31,
7855,134404,Anal spasm,Condition,SNOMED,Clinical Finding,S,17440005,1970-01-01,2099-12-31,
7856,440129,Hypertrophy of nasal turbinates,Condition,SNOMED,Clinical Finding,S,17467004,1970-01-01,2099-12-31,
7857,381537,Organic anxiety disorder,Condition,SNOMED,Clinical Finding,S,17496003,1970-01-01,2099-12-31,
7858,433342,Cortex contusion without open intracranial wound AND with loss of consciousness,Condition,SNOMED,Clinical Finding,S,17498002,1970-01-01,2099-12-31,
7859,73267,Breech malpresentation successfully converted to cephalic presentation,Condition,SNOMED,Clinical Finding,S,17532001,1970-01-01,2099-12-31,
7860,437292,Coloboma of optic disc,Condition,SNOMED,Clinical Finding,S,17541006,1970-01-01,2099-12-31,
7861,198030,Burn of internal organ,Condition,SNOMED,Clinical Finding,S,17543009,1970-01-01,2099-12-31,
7862,441447,Open wound of external genital organs without complication,Condition,SNOMED,Clinical Finding,S,17553005,1970-01-01,2099-12-31,
7863,201167,Injury of hepatic artery,Condition,SNOMED,Clinical Finding,S,17567001,1970-01-01,2099-12-31,
7864,438477,Atrophy of testis,Condition,SNOMED,Clinical Finding,S,17585008,1970-01-01,2099-12-31,
7865,432595,Amyloidosis,Condition,SNOMED,Clinical Finding,S,17602002,1970-01-01,2099-12-31,
7866,80918,Deep third degree burn of toe,Condition,SNOMED,Clinical Finding,S,17610001,1970-01-01,2099-12-31,
7867,76154,Hemorrhage into bladder wall,Condition,SNOMED,Clinical Finding,S,17615006,1970-01-01,2099-12-31,
7868,81141,Closed fracture of ilium,Condition,SNOMED,Clinical Finding,S,17616007,1970-01-01,2099-12-31,
7869,73041,Closed fracture of five ribs,Condition,SNOMED,Clinical Finding,S,17633000,1970-01-01,2099-12-31,
7870,194072,Bilateral femoral hernia with obstruction but no gangrene,Condition,SNOMED,Clinical Finding,S,17650003,1970-01-01,2099-12-31,
7871,438673,Tuberculosis of bones and/or joints,Condition,SNOMED,Clinical Finding,S,17653001,1970-01-01,2099-12-31,
7872,433187,Cyclitis,Condition,SNOMED,Clinical Finding,S,17657000,1970-01-01,2099-12-31,
7873,438596,Intracranial hemorrhage following injury without open intracranial wound AND with brief loss of consciousness,Condition,SNOMED,Clinical Finding,S,17667005,1970-01-01,2099-12-31,
7874,443632,Hepatitis due to acquired toxoplasmosis,Condition,SNOMED,Clinical Finding,S,17681007,1970-01-01,2099-12-31,
7875,28779,Bleeding esophageal varices,Condition,SNOMED,Clinical Finding,S,17709002,1970-01-01,2099-12-31,
7876,76798,Ostium primum defect,Condition,SNOMED,Clinical Finding,S,17718000,1970-01-01,2099-12-31,
7877,434824,Injury of cranial nerve,Condition,SNOMED,Clinical Finding,S,17769000,1970-01-01,2099-12-31,
7878,382003,Burn of face AND/OR head,Condition,SNOMED,Clinical Finding,S,17771000,1970-01-01,2099-12-31,
7879,197608,Peripheral neuritis in pregnancy,Condition,SNOMED,Clinical Finding,S,17787002,1970-01-01,2099-12-31,
7880,132706,Disorder of nail,Condition,SNOMED,Clinical Finding,S,17790008,1970-01-01,2099-12-31,
7881,319138,Respiratory condition of fetus OR newborn,Condition,SNOMED,Clinical Finding,S,17849001,1970-01-01,2099-12-31,
7882,373501,Acute allergic sanguinous otitis media,Condition,SNOMED,Clinical Finding,S,17866004,1970-01-01,2099-12-31,
7883,313224,Anomalous atrioventricular excitation,Condition,SNOMED,Clinical Finding,S,17869006,1970-01-01,2099-12-31,
7884,441701,Sprain of hip,Condition,SNOMED,Clinical Finding,S,17883008,1970-01-01,2099-12-31,
7885,137651,Aseptic necrosis of medial femoral condyle,Condition,SNOMED,Clinical Finding,S,17926002,1970-01-01,2099-12-31,
7886,437843,"Conduct disorder, childhood-onset type",Condition,SNOMED,Clinical Finding,S,17961008,1970-01-01,2099-12-31,
7887,381504,Post-herpetic trigeminal neuralgia,Condition,SNOMED,Clinical Finding,S,17974002,1970-01-01,2099-12-31,
7888,443625,Gender identity disorder of adulthood,Condition,SNOMED,Clinical Finding,S,18003009,1970-01-01,2099-12-31,
7889,80824,Senile osteoporosis,Condition,SNOMED,Clinical Finding,S,18040001,1970-01-01,2099-12-31,
7890,380632,Meningococcal encephalitis,Condition,SNOMED,Clinical Finding,S,18071005,1970-01-01,2099-12-31,
7891,198334,Enteric campylobacteriosis,Condition,SNOMED,Clinical Finding,S,18081009,1970-01-01,2099-12-31,
7892,76570,Burn of elbow,Condition,SNOMED,Clinical Finding,S,18084001,1970-01-01,2099-12-31,
7893,436959,Compulsive gambling,Condition,SNOMED,Clinical Finding,S,18085000,1970-01-01,2099-12-31,
7894,437580,Retropharyngeal abscess,Condition,SNOMED,Clinical Finding,S,18099001,1970-01-01,2099-12-31,
7895,192965,Calculus in diverticulum of bladder,Condition,SNOMED,Clinical Finding,S,18109005,1970-01-01,2099-12-31,
7896,438364,Rhinosporidiosis,Condition,SNOMED,Clinical Finding,S,18140003,1970-01-01,2099-12-31,
7897,201160,Injury of colon with open wound into abdominal cavity,Condition,SNOMED,Clinical Finding,S,18147000,1970-01-01,2099-12-31,
7898,435986,Poisoning by BCG vaccine,Observation,SNOMED,Clinical Finding,S,18152005,1970-01-01,2099-12-31,
7899,435305,Duodenal ulcer without hemorrhage AND without perforation but with obstruction,Condition,SNOMED,Clinical Finding,S,18169007,1970-01-01,2099-12-31,
7900,437897,Acute rheumatic endocarditis,Condition,SNOMED,Clinical Finding,S,18192007,1970-01-01,2099-12-31,
7901,434920,Hypochondriasis,Condition,SNOMED,Clinical Finding,S,18193002,1970-01-01,2099-12-31,
7902,436700,Exophthalmos,Condition,SNOMED,Clinical Finding,S,18265008,1970-01-01,2099-12-31,
7903,261116,Acquired deformity of nose,Condition,SNOMED,Clinical Finding,S,18283000,1970-01-01,2099-12-31,
7904,198599,Injury of ovarian artery,Condition,SNOMED,Clinical Finding,S,18296004,1970-01-01,2099-12-31,
7905,136788,Spinal stenosis of lumbar region,Condition,SNOMED,Clinical Finding,S,18347007,1970-01-01,2099-12-31,
7906,434354,Anterior corneal pigmentation,Condition,SNOMED,Clinical Finding,S,18377001,1970-01-01,2099-12-31,
7907,199868,Incisional hernia with gangrene,Condition,SNOMED,Clinical Finding,S,18378006,1970-01-01,2099-12-31,
7908,434625,Undifferentiated somatoform disorder,Condition,SNOMED,Clinical Finding,S,18393005,1970-01-01,2099-12-31,
7909,372907,Scarred macula,Condition,SNOMED,Clinical Finding,S,18410006,1970-01-01,2099-12-31,
7910,433058,Intracranial hemorrhage following injury without open intracranial wound AND with loss of consciousness,Condition,SNOMED,Clinical Finding,S,18485009,1970-01-01,2099-12-31,
7911,201214,Toxic shock syndrome,Condition,SNOMED,Clinical Finding,S,18504008,1970-01-01,2099-12-31,
7912,433524,Disorder of appendix,Condition,SNOMED,Clinical Finding,S,18526009,1970-01-01,2099-12-31,
7913,314457,Congenital stenosis of aortic valve,Condition,SNOMED,Clinical Finding,S,18546004,1970-01-01,2099-12-31,
7914,77156,Superficial foreign body of toe without major open wound but with infection,Condition,SNOMED,Clinical Finding,S,18589000,1970-01-01,2099-12-31,
7915,433623,Intracranial hemorrhage following injury with open intracranial wound AND brief loss of consciousness,Condition,SNOMED,Clinical Finding,S,18605003,1970-01-01,2099-12-31,
7916,376709,Discharge of eye,Condition,SNOMED,Clinical Finding,S,18628002,1970-01-01,2099-12-31,
7917,440894,Poisoning by heavy metal anti-infective,Observation,SNOMED,Clinical Finding,S,18631001,1970-01-01,2099-12-31,
7918,437937,Grand multipara,Condition,SNOMED,Clinical Finding,S,18656007,1970-01-01,2099-12-31,
7919,435298,Farmers' lung,Condition,SNOMED,Clinical Finding,S,18690003,1970-01-01,2099-12-31,
7920,4077297,Congenital omphalocele,Condition,SNOMED,Clinical Finding,S,18735004,1970-01-01,2099-12-31,
7921,192767,Injury of renal artery,Condition,SNOMED,Clinical Finding,S,18796000,1970-01-01,2099-12-31,
7922,133859,Preauricular cyst,Condition,SNOMED,Clinical Finding,S,18820007,1970-01-01,2099-12-31,
7923,80484,Crystal arthropathy,Condition,SNOMED,Clinical Finding,S,18834007,1970-01-01,2099-12-31,
7924,436021,Cutaneous diphtheria,Condition,SNOMED,Clinical Finding,S,18901009,1970-01-01,2099-12-31,
7925,441547,Oppositional defiant disorder,Condition,SNOMED,Clinical Finding,S,18941000,1970-01-01,2099-12-31,
7926,4078201,Mood swings,Condition,SNOMED,Clinical Finding,S,18963009,1970-01-01,2099-12-31,
7927,192683,Uterovaginal prolapse,Condition,SNOMED,Clinical Finding,S,18973006,1970-01-01,2099-12-31,
7928,435254,Hemorrhagic choroidal detachment,Condition,SNOMED,Clinical Finding,S,19031009,1970-01-01,2099-12-31,
7929,133810,Hyperparathyroidism due to renal insufficiency,Condition,SNOMED,Clinical Finding,S,19034001,1970-01-01,2099-12-31,
7930,443699,Spirillary fever,Condition,SNOMED,Clinical Finding,S,19044004,1970-01-01,2099-12-31,
7931,438935,Injury at C1-C4 level with complete lesion of spinal cord AND without bone injury,Condition,SNOMED,Clinical Finding,S,19090007,1970-01-01,2099-12-31,
7932,376938,Neurofibromatosis syndrome,Condition,SNOMED,Clinical Finding,S,19133005,1970-01-01,2099-12-31,
7933,375267,Corneal neovascularization,Condition,SNOMED,Clinical Finding,S,19161004,1970-01-01,2099-12-31,
7934,73072,Crushing injury of upper arm,Condition,SNOMED,Clinical Finding,S,19180002,1970-01-01,2099-12-31,
7935,380030,Syphilitic acoustic neuritis,Condition,SNOMED,Clinical Finding,S,19206003,1970-01-01,2099-12-31,
7936,440009,Complication of implant,Condition,SNOMED,Clinical Finding,S,19220005,1970-01-01,2099-12-31,
7937,438585,Open dislocation of interphalangeal joint of hand,Condition,SNOMED,Clinical Finding,S,19241004,1970-01-01,2099-12-31,
7938,440544,Closed fracture of upper end of radius AND ulna,Condition,SNOMED,Clinical Finding,S,19259001,1970-01-01,2099-12-31,
7939,441781,Tularemia,Condition,SNOMED,Clinical Finding,S,19265001,1970-01-01,2099-12-31,
7940,432626,Glaucoma associated with vascular disorder,Condition,SNOMED,Clinical Finding,S,19309007,1970-01-01,2099-12-31,
7941,258540,Marfan's syndrome,Condition,SNOMED,Clinical Finding,S,19346006,1970-01-01,2099-12-31,
7942,435308,Acute glomerulonephritis,Condition,SNOMED,Clinical Finding,S,19351000,1970-01-01,2099-12-31,
7943,434459,Ganglion of tendon sheath,Condition,SNOMED,Clinical Finding,S,19354008,1970-01-01,2099-12-31,
7944,374041,External ophthalmoplegia,Condition,SNOMED,Clinical Finding,S,19373007,1970-01-01,2099-12-31,
7945,372424,Congenital anomaly of eye,Condition,SNOMED,Clinical Finding,S,19416009,1970-01-01,2099-12-31,
7946,74564,Rubella arthritis,Condition,SNOMED,Clinical Finding,S,19431000,1970-01-01,2099-12-31,
7947,377565,Optic atrophy associated with retinal dystrophy,Condition,SNOMED,Clinical Finding,S,19448008,1970-01-01,2099-12-31,
7948,316084,Lymphadenitis,Condition,SNOMED,Clinical Finding,S,19471005,1970-01-01,2099-12-31,
7949,436277,Injury of common carotid artery,Condition,SNOMED,Clinical Finding,S,19474002,1970-01-01,2099-12-31,
7950,381574,Exostosis of external ear canal,Condition,SNOMED,Clinical Finding,S,19560007,1970-01-01,2099-12-31,
7951,436166,Mild hyperemesis gravidarum,Condition,SNOMED,Clinical Finding,S,19569008,1970-01-01,2099-12-31,
7952,441103,Juvenile osteochondritis,Condition,SNOMED,Clinical Finding,S,19579005,1970-01-01,2099-12-31,
7953,434910,Monocytosis,Condition,SNOMED,Clinical Finding,S,19636003,1970-01-01,2099-12-31,
7954,433617,Open fracture of femoral condyle of femur,Condition,SNOMED,Clinical Finding,S,19652000,1970-01-01,2099-12-31,
7955,377572,Noise effects on inner ear,Condition,SNOMED,Clinical Finding,S,19653005,1970-01-01,2099-12-31,
7956,376208,Disorder of soft tissue,Condition,SNOMED,Clinical Finding,S,19660004,1970-01-01,2099-12-31,
7957,72516,Burn of knee,Condition,SNOMED,Clinical Finding,S,19684007,1970-01-01,2099-12-31,
7958,376107,Hypotony of eye,Condition,SNOMED,Clinical Finding,S,19721008,1970-01-01,2099-12-31,
7959,74434,Infection of the breast AND/OR nipple associated with childbirth,Condition,SNOMED,Clinical Finding,S,19773009,1970-01-01,2099-12-31,
7960,81989,Open wound of upper arm with complication,Condition,SNOMED,Clinical Finding,S,19820002,1970-01-01,2099-12-31,
7961,201093,Infection of skin AND/OR subcutaneous tissue,Condition,SNOMED,Clinical Finding,S,19824006,1970-01-01,2099-12-31,
7962,257907,Disorder of lung,Condition,SNOMED,Clinical Finding,S,19829001,1970-01-01,2099-12-31,
7963,444381,Total generalized choroidal dystrophy,Condition,SNOMED,Clinical Finding,S,19871000,1970-01-01,2099-12-31,
7964,440108,Thyrotoxic exophthalmos,Condition,SNOMED,Clinical Finding,S,19885005,1970-01-01,2099-12-31,
7965,136511,Acute osteomyelitis of forearm,Condition,SNOMED,Clinical Finding,S,19956000,1970-01-01,2099-12-31,
7966,434626,Borderline personality disorder,Condition,SNOMED,Clinical Finding,S,20010003,1970-01-01,2099-12-31,
7967,198802,Occlusion of ureter,Condition,SNOMED,Clinical Finding,S,20018005,1970-01-01,2099-12-31,
7968,80189,Displacement of lumbar intervertebral disc without myelopathy,Condition,SNOMED,Clinical Finding,S,20021007,1970-01-01,2099-12-31,
7969,444376,Open dislocation of proximal end of metacarpal bone of wrist,Condition,SNOMED,Clinical Finding,S,20026002,1970-01-01,2099-12-31,
7970,432873,Hereditary fructosuria,Condition,SNOMED,Clinical Finding,S,20052008,1970-01-01,2099-12-31,
7971,372924,Cerebral artery occlusion,Condition,SNOMED,Clinical Finding,S,20059004,1970-01-01,2099-12-31,
7972,72709,Crystal arthropathy of multiple sites,Condition,SNOMED,Clinical Finding,S,20075001,1970-01-01,2099-12-31,
7973,437703,Closed fracture of intracapsular section of femur,Condition,SNOMED,Clinical Finding,S,20100009,1970-01-01,2099-12-31,
7974,73614,Closed fracture of seven ribs,Condition,SNOMED,Clinical Finding,S,20121009,1970-01-01,2099-12-31,
7975,433337,Closed traumatic dislocation of fourth cervical vertebra,Condition,SNOMED,Clinical Finding,S,20132009,1970-01-01,2099-12-31,
7976,74160,Accessory carpal bones,Condition,SNOMED,Clinical Finding,S,20136007,1970-01-01,2099-12-31,
7977,321587,Bilateral bundle branch block,Condition,SNOMED,Clinical Finding,S,20143001,1970-01-01,2099-12-31,
7978,436527,Open fracture of ramus of mandible,Condition,SNOMED,Clinical Finding,S,20158009,1970-01-01,2099-12-31,
7979,434196,Cortex laceration without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,Condition,SNOMED,Clinical Finding,S,20167009,1970-01-01,2099-12-31,
7980,436265,Open wound of multiple sites of one lower limb AND thigh without complication,Condition,SNOMED,Clinical Finding,S,20172000,1970-01-01,2099-12-31,
7981,138844,Foreign body granuloma of muscle,Condition,SNOMED,Clinical Finding,S,20187005,1970-01-01,2099-12-31,
7982,195961,Injury of spleen without open wound into abdominal cavity,Condition,SNOMED,Clinical Finding,S,20213006,1970-01-01,2099-12-31,
7983,433935,Poisoning by psychostimulant,Observation,SNOMED,Clinical Finding,S,20260003,1970-01-01,2099-12-31,
7984,437584,Ataxia,Condition,SNOMED,Clinical Finding,S,20262006,1970-01-01,2099-12-31,
7985,437413,Subarachnoid hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND without return to pre-existing conscious level,Condition,SNOMED,Clinical Finding,S,20276007,1970-01-01,2099-12-31,
7986,432580,Ariboflavinosis,Condition,SNOMED,Clinical Finding,S,20307000,1970-01-01,2099-12-31,
7987,444369,Hyperosmolality,Condition,SNOMED,Clinical Finding,S,20313009,1970-01-01,2099-12-31,
7988,193620,Injury of kidney without open wound into abdominal cavity,Condition,SNOMED,Clinical Finding,S,20341008,1970-01-01,2099-12-31,
7989,194091,Calculus in urethra,Condition,SNOMED,Clinical Finding,S,20342001,1970-01-01,2099-12-31,
7990,4068237,Pyogenic arthritis of ankle,Condition,SNOMED,Clinical Finding,S,20358003,1970-01-01,2099-12-31,
7991,435506,Benign neoplastic disease,Condition,SNOMED,Clinical Finding,S,20376005,1970-01-01,2099-12-31,
7992,4070679,Postthrombotic syndrome,Condition,SNOMED,Clinical Finding,S,20427003,1970-01-01,2099-12-31,
7993,196845,Injury of multiple sites of pancreas without open wound into abdominal cavity,Condition,SNOMED,Clinical Finding,S,20474007,1970-01-01,2099-12-31,
7994,444407,Prion disease,Condition,SNOMED,Clinical Finding,S,20484008,1970-01-01,2099-12-31,
7995,133669,Burn erythema of lower leg,Condition,SNOMED,Clinical Finding,S,20490007,1970-01-01,2099-12-31,
7996,138592,Open wound of lip with complication,Condition,SNOMED,Clinical Finding,S,20509003,1970-01-01,2099-12-31,
7997,433486,Acute inflammation of orbit,Condition,SNOMED,Clinical Finding,S,20551005,1970-01-01,2099-12-31,
7998,444403,Injury of bronchus with open wound into thoracic cavity,Condition,SNOMED,Clinical Finding,S,20580001,1970-01-01,2099-12-31,
7999,378439,Fourth nerve palsy,Condition,SNOMED,Clinical Finding,S,20610004,1970-01-01,2099-12-31,
8000,378764,Vertical heterophoria,Condition,SNOMED,Clinical Finding,S,20636006,1970-01-01,2099-12-31,
8001,28974,Candidiasis of the esophagus,Condition,SNOMED,Clinical Finding,S,20639004,1970-01-01,2099-12-31,
8002,433730,Disorder of thymus gland,Condition,SNOMED,Clinical Finding,S,20673009,1970-01-01,2099-12-31,
8003,321596,Peripheral venous insufficiency,Condition,SNOMED,Clinical Finding,S,20696009,1970-01-01,2099-12-31,
8004,437685,Multiple open fractures of skull AND/OR face without intracranial injury,Condition,SNOMED,Clinical Finding,S,20714001,1970-01-01,2099-12-31,
8005,316993,Tricuspid valve disorder,Condition,SNOMED,Clinical Finding,S,20721001,1970-01-01,2099-12-31,
8006,4049367,Psychologic conversion disorder,Condition,SNOMED,Clinical Finding,S,20734000,1970-01-01,2099-12-31,
8007,315467,Syphilitic aortitis,Condition,SNOMED,Clinical Finding,S,20735004,1970-01-01,2099-12-31,
8008,201996,Internal injury of abdominal organs with open wound into cavity,Condition,SNOMED,Clinical Finding,S,20784007,1970-01-01,2099-12-31,
8009,200656,Echinococcus granulosus infection of liver,Condition,SNOMED,Clinical Finding,S,20790006,1970-01-01,2099-12-31,
8010,200765,Chronic cholecystitis,Condition,SNOMED,Clinical Finding,S,20824003,1970-01-01,2099-12-31,
8011,375272,Spastic entropion,Condition,SNOMED,Clinical Finding,S,20828000,1970-01-01,2099-12-31,
8012,444400,Luxation of eye,Condition,SNOMED,Clinical Finding,S,20842008,1970-01-01,2099-12-31,
8013,138690,Infestation by Pediculus,Condition,SNOMED,Clinical Finding,S,20848007,1970-01-01,2099-12-31,
8014,81623,Atrophy of breast,Condition,SNOMED,Clinical Finding,S,20897003,1970-01-01,2099-12-31,
8015,444398,Brain stem laceration without open intracranial wound,Condition,SNOMED,Clinical Finding,S,20899000,1970-01-01,2099-12-31,
8016,377569,Adhesive middle ear disease with adhesions of drum head to stapes,Condition,SNOMED,Clinical Finding,S,20916007,1970-01-01,2099-12-31,
8017,312358,Chronic glomerulonephritis,Condition,SNOMED,Clinical Finding,S,20917003,1970-01-01,2099-12-31,
8018,193136,Acute gonococcal cervicitis,Condition,SNOMED,Clinical Finding,S,20943002,1970-01-01,2099-12-31,
8019,373920,Burn erythema of face AND/OR head,Condition,SNOMED,Clinical Finding,S,20945009,1970-01-01,2099-12-31,
8020,437515,Disorder of carbohydrate metabolism,Condition,SNOMED,Clinical Finding,S,20957000,1970-01-01,2099-12-31,
8021,138545,Progressive infantile idiopathic scoliosis,Condition,SNOMED,Clinical Finding,S,20980008,1970-01-01,2099-12-31,
8022,432933,Aneurysm of artery of lower extremity,Condition,SNOMED,Clinical Finding,S,20981007,1970-01-01,2099-12-31,
8023,378121,Idiosyncratic intoxication,Observation,SNOMED,Clinical Finding,S,21000000,1970-01-01,2099-12-31,
8024,434868,Echinococcus multilocularis infection,Condition,SNOMED,Clinical Finding,S,21009004,1970-01-01,2099-12-31,
8025,444394,Atypical Argyll-Robertson pupil,Condition,SNOMED,Clinical Finding,S,21011008,1970-01-01,2099-12-31,
8026,4049810,Inflammatory neuropathy,Condition,SNOMED,Clinical Finding,S,21018002,1970-01-01,2099-12-31,
8027,439730,Babesiosis,Condition,SNOMED,Clinical Finding,S,21061004,1970-01-01,2099-12-31,
8028,444392,Poisoning by rabies vaccine,Observation,SNOMED,Clinical Finding,S,21068005,1970-01-01,2099-12-31,
8029,441219,Mixed malaria,Condition,SNOMED,Clinical Finding,S,21070001,1970-01-01,2099-12-31,
8030,380729,Primary optic atrophy,Condition,SNOMED,Clinical Finding,S,21098003,1970-01-01,2099-12-31,
8031,436802,Complete trisomy 13 syndrome,Condition,SNOMED,Clinical Finding,S,21111006,1970-01-01,2099-12-31,
8032,378756,Conjunctival hemorrhage,Condition,SNOMED,Clinical Finding,S,21117005,1970-01-01,2099-12-31,
8033,140191,Osteomyelitis of lower leg,Condition,SNOMED,Clinical Finding,S,21120002,1970-01-01,2099-12-31,
8034,4052648,Disability,Condition,SNOMED,Clinical Finding,S,21134002,1970-01-01,2099-12-31,
8035,372918,Argentous corneal deposit,Condition,SNOMED,Clinical Finding,S,21328003,1970-01-01,2099-12-31,
8036,437954,Derangement of lateral meniscus,Condition,SNOMED,Clinical Finding,S,21333004,1970-01-01,2099-12-31,
8037,434673,Soft tissue impingement on teeth,Condition,SNOMED,Clinical Finding,S,21366000,1970-01-01,2099-12-31,
8038,436470,Fat necrosis of breast,Condition,SNOMED,Clinical Finding,S,21381006,1970-01-01,2099-12-31,
8039,81942,Enthesopathy of ankle AND/OR tarsus,Condition,SNOMED,Clinical Finding,S,21409006,1970-01-01,2099-12-31,
8040,434183,Closed fracture of medial condyle of humerus,Condition,SNOMED,Clinical Finding,S,21419000,1970-01-01,2099-12-31,
8041,433507,Loss of teeth due to local periodontal disease,Condition,SNOMED,Clinical Finding,S,21459002,1970-01-01,2099-12-31,
8042,433368,Toxic effect of soap AND/OR detergent,Condition,SNOMED,Clinical Finding,S,21520009,1970-01-01,2099-12-31,
8043,200219,Abdominal pain,Condition,SNOMED,Clinical Finding,S,21522001,1970-01-01,2099-12-31,
8044,137207,Lepromatous leprosy,Condition,SNOMED,Clinical Finding,S,21560005,1970-01-01,2099-12-31,
8045,434480,Syndrome of infant of diabetic mother,Condition,SNOMED,Clinical Finding,S,21584002,1970-01-01,2099-12-31,
8046,197857,Autonomic facial cephalgia,Condition,SNOMED,Clinical Finding,S,21615003,1970-01-01,2099-12-31,
8047,132943,Acute periodontitis,Condition,SNOMED,Clinical Finding,S,21638000,1970-01-01,2099-12-31,
8048,434004,Hypervolemia,Condition,SNOMED,Clinical Finding,S,21639008,1970-01-01,2099-12-31,
8049,256439,Allergic rhinitis due to pollen,Condition,SNOMED,Clinical Finding,S,21719001,1970-01-01,2099-12-31,
8050,195223,Renal carnitine transport defect,Condition,SNOMED,Clinical Finding,S,21764004,1970-01-01,2099-12-31,
8051,435648,Retractile testis,Condition,SNOMED,Clinical Finding,S,21779006,1970-01-01,2099-12-31,
8052,375268,Mechanical lagophthalmos,Condition,SNOMED,Clinical Finding,S,21783006,1970-01-01,2099-12-31,
8053,73300,Radial styloid tenosynovitis,Condition,SNOMED,Clinical Finding,S,21794005,1970-01-01,2099-12-31,
8054,376117,Cataract in degenerative disorder,Condition,SNOMED,Clinical Finding,S,21818003,1970-01-01,2099-12-31,
8055,441172,Late effect of burn,Condition,SNOMED,Clinical Finding,S,21835004,1970-01-01,2099-12-31,
8056,313504,Osler hemorrhagic telangiectasia syndrome,Condition,SNOMED,Clinical Finding,S,21877004,1970-01-01,2099-12-31,
8057,434613,Generalized anxiety disorder,Condition,SNOMED,Clinical Finding,S,21897009,1970-01-01,2099-12-31,
8058,441294,Scar of posterior pole of eye,Condition,SNOMED,Clinical Finding,S,21939006,1970-01-01,2099-12-31,
8059,432920,Localized anterior staphyloma,Condition,SNOMED,Clinical Finding,S,21946002,1970-01-01,2099-12-31,
8060,437128,Closed traumatic dislocation of interphalangeal joint of toe,Condition,SNOMED,Clinical Finding,S,21949009,1970-01-01,2099-12-31,
8061,138682,Herpes zoster auricularis,Condition,SNOMED,Clinical Finding,S,21954000,1970-01-01,2099-12-31,
8062,440540,Open fracture of C1-C4 level with anterior cord syndrome,Condition,SNOMED,Clinical Finding,S,21978005,1970-01-01,2099-12-31,
8063,135215,Hashimoto thyroiditis,Condition,SNOMED,Clinical Finding,S,21983002,1970-01-01,2099-12-31,
8064,75090,Open fracture of three ribs,Condition,SNOMED,Clinical Finding,S,22000002,1970-01-01,2099-12-31,
